Month,Judet Destinatar OPS,Categorie Cerc Livrare,Localitate Destinatar,Tip Trimitere,Colet eligibil locker,Nr Total AWB
11,Ловеч,Cerc 2,Малиново,Negre,Da,2
11,Добрич,Cerc 2,Малка Смолница,Negre,Da,1
11,София,Cerc 2,Малки Искър,Negre,Da,1
11,Хасково,Cerc 3,Малко градище,Negre,Da,1
11,Сливен,Cerc 2,Малко село,Negre,Da,1
11,Бургас,Cerc 2,Малко Търново,Negre,Da,8
11,Кърджали,Cerc 2,Малкоч,Negre,Da,1
11,София-град,Cerc 1,Мало Бучино,Negre,Da,8
11,Пазарджик,Cerc 2,Мало Конаре,Negre,Da,13
11,Шумен,Cerc 2,Маломир,Negre,Da,2
11,Ямбол,Cerc 2,Маломир,Negre,Da,1
11,Враца,Cerc 2,Малорад,Negre,Da,5
11,Ловеч,Cerc 2,Малък извор,Negre,Da,1
11,Хасково,Cerc 3,Малък извор,Negre,Da,1
11,Пловдив,Cerc 2,Малък чардак,Negre,Da,1
11,Ямбол,Cerc 2,Манастир,Negre,Da,1
11,Враца,Cerc 2,Манастирище,Negre,Da,2
11,Пловдив,Cerc 2,Маноле,Negre,Da,10
11,Стара Загора,Cerc 2,Манолово,Negre,Da,2
11,Пловдив,Cerc 2,Манолско Конаре,Negre,Da,1
11,Благоевград,Cerc 2,Марикостиново,Negre,Da,17
11,Бургас,Cerc 2,Маринка,Negre,Da,7
11,Пловдив,Cerc 2,Марково,Negre,Da,32
11,Русе,Cerc 2,Мартен,Negre,Da,34
11,Велико Търново,Cerc 2,Марян,Negre,Da,1
11,Велико Търново,Cerc 2,Масларево,Negre,Da,4
11,Кърджали,Cerc 2,Медевци,Negre,Da,1
11,Пазарджик,Cerc 2,Медени поляни,Negre,Da,1
11,Монтана,Cerc 2,Медковец,Negre,Da,6
11,Варна,Cerc 2,Медовец,Negre,Da,7
11,Бургас,Cerc 2,Медово,Negre,Da,2
11,Стара Загора,Cerc 2,Медово,Negre,Da,1
11,Силистра,Cerc 2,Межден,Negre,Da,1
11,Враца,Cerc 1,Мездра,Negre,Da,169
11,Благоевград,Cerc 2,Мелник,Negre,Da,1
11,Велико Търново,Cerc 2,Мерданя,Negre,Da,1
11,Хасково,Cerc 2,Меричлери,Negre,Da,1
11,Русе,Cerc 2,Мечка,Negre,Da,3
11,Перник,Cerc 2,Мещица,Negre,Da,1
11,Враца,Cerc 2,Мизия,Negre,Da,43
11,Благоевград,Cerc 2,Микрево,Negre,Da,7
11,Шумен,Cerc 2,Миланово,Negre,Da,1
11,Пловдив,Cerc 2,Милево,Negre,Da,1
11,Плевен,Cerc 2,Милковица,Negre,Da,3
11,Хасково,Cerc 2,Минерални бани,Negre,Da,5
11,София,Cerc 2,Мирково,Negre,Da,16
11,Велико Търново,Cerc 2,Мирово,Negre,Da,1
11,София-град,Cerc 2,Мировяне,Negre,Da,16
11,Враца,Cerc 2,Михайлово,Negre,Da,2
11,Варна,Cerc 2,Млада гвардия,Negre,Da,2
11,Сливен,Cerc 2,Младово,Negre,Da,1
11,Кюстендил,Cerc 2,Мламолово,Negre,Da,2
11,Сливен,Cerc 2,Млекарево,Negre,Da,1
11,Шумен,Cerc 2,Могила,Negre,Da,2
11,Русе,Cerc 2,Могилино,Negre,Da,2
11,Смолян,Cerc 2,Могилица,Negre,Da,1
11,Монтана,Cerc 2,Мокреш,Negre,Da,1
11,Пазарджик,Cerc 2,Мокрище,Negre,Da,4
11,София,Cerc 2,Момин проход,Negre,Da,8
11,Велико Търново,Cerc 2,Момин сбор,Negre,Da,1
11,Пазарджик,Cerc 2,Момина клисура,Negre,Da,3
11,Пловдив,Cerc 2,Момино село,Negre,Da,3
11,Кърджали,Cerc 1,Момчилград,Negre,Da,88
11,Смолян,Cerc 2,Момчиловци,Negre,Da,3
11,Монтана,Resedinta,Монтана,Negre,Da,496
11,Велико Търново,Cerc 2,Морава,Negre,Da,6
11,Враца,Cerc 2,Моравица,Negre,Da,2
11,София-град,Cerc 2,Мрамор,Negre,Da,13
11,Враца,Cerc 2,Мраморен,Negre,Da,1
11,Пловдив,Cerc 2,Мулдава,Negre,Da,2
11,София,Cerc 2,Мусачево,Negre,Da,3
11,Плевен,Cerc 2,Муселиево,Negre,Da,2
11,Благоевград,Cerc 2,Мусомища,Negre,Da,4
11,Стара Загора,Cerc 2,Мъглиж,Negre,Da,4
11,Смолян,Cerc 2,Мъглища,Negre,Da,1
11,Стара Загора,Cerc 2,Мъдрец,Negre,Da,1
11,Кюстендил,Cerc 2,Мърводол,Negre,Da,2
11,София-град,Cerc 2,Мърчаево,Negre,Da,10
11,Монтана,Cerc 2,Мърчево,Negre,Da,1
11,Пловдив,Cerc 2,Найден Герово,Negre,Da,2
11,Стара Загора,Cerc 2,Найденово,Negre,Da,1
11,Пловдив,Cerc 2,Нареченски бани,Negre,Da,4
11,Шумен,Cerc 2,Наум,Negre,Da,2
11,София-град,Cerc 2,Негован,Negre,Da,10
11,Видин,Cerc 2,Неговановци,Negre,Da,1
11,Смолян,Cerc 2,Неделино,Negre,Da,32
11,Перник,Cerc 2,Неделково,Negre,Da,1
11,Перник,Cerc 2,Непразненци,Negre,Da,1
11,Бургас,Cerc 1,Несебър,Negre,Da,327
11,Враца,Cerc 2,Нивянин,Negre,Da,1
11,Шумен,Cerc 2,Никола Козлево,Negre,Da,7
11,Варна,Cerc 2,Николаевка,Negre,Da,1
11,Стара Загора,Cerc 2,Николаево,Negre,Da,8
11,Велико Търново,Cerc 2,Николаево,Negre,Da,2
11,Перник,Cerc 2,Николаево,Negre,Da,1
11,Русе,Cerc 2,Николово,Negre,Da,8
11,Хасково,Cerc 3,Николово,Negre,Da,2
11,Плевен,Cerc 2,Никопол,Negre,Da,19
11,Шумен,Cerc 2,Нова бяла река,Negre,Da,3
11,Сливен,Cerc 2,Нова Загора,Negre,Da,227
11,Добрич,Cerc 2,Нова Камена,Negre,Da,2
11,Пазарджик,Cerc 2,Нова махала,Negre,Da,5
11,Силистра,Cerc 2,Нова Попина,Negre,Da,3
11,Варна,Cerc 2,Нова Шипка,Negre,Da,1
11,Пловдив,Cerc 2,Новаково,Negre,Da,1
11,Плевен,Cerc 2,Новачене,Negre,Da,6
11,София,Cerc 2,Новачене,Negre,Da,4
11,Русе,Cerc 2,Новград,Negre,Da,1
11,София-град,Cerc 2,Нови Искър,Negre,Da,285
11,Шумен,Cerc 1,Нови пазар,Negre,Da,129
11,Кърджали,Cerc 2,Нови пазар,Negre,Da,1
11,София,Cerc 2,Нови хан,Negre,Da,144
11,Благоевград,Cerc 2,Ново Делчево,Negre,Da,3
11,Бургас,Cerc 2,Ново Паничарево,Negre,Da,1
11,Русе,Cerc 2,Ново село,Negre,Da,3
11,Видин,Cerc 2,Ново село,Negre,Da,2
11,Пловдив,Cerc 2,Ново село,Negre,Da,2
11,Стара Загора,Cerc 2,Ново село,Negre,Da,1
11,Разград,Cerc 2,Ножарово,Negre,Da,1
11,Велико Търново,Cerc 2,Обединение,Negre,Da,2
11,Бургас,Cerc 2,Обзор,Negre,Da,43
11,Плевен,Cerc 2,Обнова,Negre,Da,7
11,Пазарджик,Cerc 2,Оборище,Negre,Da,1
11,Русе,Cerc 2,Обретеник,Negre,Da,1
11,Добрич,Cerc 2,Оброчище,Negre,Da,6
11,Стара Загора,Cerc 2,Обручище,Negre,Da,4
11,Стара Загора,Cerc 2,Овощник,Negre,Da,2
11,Велико Търново,Cerc 2,Овча могила,Negre,Da,8
11,Търговище,Cerc 2,Овчарово,Negre,Da,1
11,Кюстендил,Cerc 2,Овчарци,Negre,Da,3
11,Стара Загора,Cerc 2,Овчарци,Negre,Da,1
11,Пазарджик,Cerc 2,Овчеполци,Negre,Da,4
11,Пазарджик,Cerc 2,Огняново,Negre,Da,6
11,Благоевград,Cerc 2,Огняново,Negre,Da,4
11,Добрич,Cerc 2,Одринци,Negre,Da,1
11,Плевен,Cerc 2,Одърне,Negre,Da,1
11,Добрич,Cerc 2,Одърци,Negre,Da,2
11,Ямбол,Cerc 2,Окоп,Negre,Da,1
11,Търговище,Cerc 1,Омуртаг,Negre,Da,57
11,Търговище,Cerc 2,Опака,Negre,Da,4
11,Стара Загора,Cerc 2,Опан,Negre,Da,1
11,Плевен,Cerc 2,Опанец,Negre,Da,2
11,София,Cerc 2,Оплетня,Negre,Da,1
11,Смолян,Cerc 2,Орехово,Negre,Da,2
11,Велико Търново,Cerc 2,Ореш,Negre,Da,3
11,Ловеч,Cerc 2,Орешак,Negre,Da,7
11,Ловеч,Cerc 2,Орешене,Negre,Da,1
11,Силистра,Cerc 2,Орешене,Negre,Da,1
11,Бургас,Cerc 2,Оризаре,Negre,Da,3
11,Пловдив,Cerc 2,Оризари,Negre,Da,1
11,Сливен,Cerc 2,Оризари,Negre,Da,1
11,Стара Загора,Cerc 2,Оризово,Negre,Da,2
11,Велико Търново,Cerc 2,Орловец,Negre,Da,1
11,Смолян,Cerc 2,Оряховец,Negre,Da,1
11,Враца,Cerc 2,Оряхово,Negre,Da,45
11,Враца,Cerc 2,Оселна,Negre,Da,1
11,Враца,Cerc 2,Осен,Negre,Da,1
11,Разград,Cerc 2,Осенец,Negre,Da,1
11,Варна,Cerc 2,Осеново,Negre,Da,1
11,Стара Загора,Cerc 2,Осетеново,Negre,Da,2
11,Благоевград,Cerc 2,Осиково,Negre,Da,2
11,София,Cerc 2,Осоица,Negre,Da,7
11,Стара Загора,Cerc 2,Остра могила,Negre,Da,2
11,Враца,Cerc 2,Остров,Negre,Da,1
11,Разград,Cerc 2,Острово,Negre,Da,2
11,Монтана,Cerc 2,Охрид,Negre,Da,1
11,Враца,Cerc 2,Очиндол,Negre,Da,1
11,Велико Търново,Cerc 2,Павел,Negre,Da,1
11,Стара Загора,Cerc 2,Павел баня,Negre,Da,51
11,Смолян,Cerc 2,Павелско,Negre,Da,1
11,Велико Търново,Cerc 1,Павликени,Negre,Da,163
11,Варна,Cerc 2,Падина,Negre,Da,1
11,Пазарджик,Resedinta,Пазарджик,Negre,Da,958
11,Силистра,Cerc 2,Паисиево,Negre,Da,2
11,Пазарджик,Cerc 2,Памидово,Negre,Da,1
11,Смолян,Cerc 2,Пампорово,Negre,Da,7
11,Шумен,Cerc 2,Памукчии,Negre,Da,2
11,Стара Загора,Cerc 2,Памукчии,Negre,Da,1
11,Пазарджик,Cerc 1,Панагюрище,Negre,Da,219
11,Бургас,Cerc 2,Паницово,Negre,Da,2
11,Стара Загора,Cerc 2,Паничерево,Negre,Da,1
11,Пловдив,Cerc 2,Паничери,Negre,Da,4
11,София-град,Cerc 1,Панчарево,Negre,Da,46
11,Кърджали,Cerc 2,Панчево,Negre,Da,2
11,Кърджали,Cerc 2,Папрат,Negre,Da,1
11,Варна,Cerc 2,Партизани,Negre,Da,1
11,Добрич,Cerc 2,Паскалево,Negre,Da,2
11,Кюстендил,Cerc 2,Пастра,Negre,Da,1
11,Пазарджик,Cerc 2,Паталеница,Negre,Da,5
11,Кърджали,Cerc 2,Патица,Negre,Da,2
11,Пазарджик,Cerc 2,Пашови,Negre,Da,2
11,Пловдив,Cerc 2,Певците,Negre,Da,1
11,Плевен,Cerc 2,Пелишат,Negre,Da,1
11,Перник,Resedinta,Перник,Negre,Da,"1,207"
11,Пловдив,Cerc 2,Перущица,Negre,Da,71
11,Пловдив,Cerc 2,Песнопой,Negre,Da,1
11,Русе,Cerc 2,Пет кладенци,Negre,Da,1
11,Шумен,Cerc 2,Пет могили,Negre,Da,3
11,Сливен,Cerc 2,Пет могили,Negre,Da,1
11,Велико Търново,Cerc 2,Петко Каравелово,Negre,Da,3
11,Габрово,Cerc 2,Петко Славейков,Negre,Da,2
11,София,Cerc 2,Петково,Negre,Da,3
11,Ловеч,Cerc 2,Петревене,Negre,Da,1
11,Търговище,Cerc 2,Петрино,Negre,Da,1
11,Благоевград,Cerc 1,Петрич,Negre,Da,405
11,София,Cerc 2,Петрич,Negre,Da,8
11,Варна,Cerc 2,Петров дол,Negre,Da,1
11,София,Cerc 2,Петърч,Negre,Da,12
11,Пазарджик,Cerc 1,Пещера,Negre,Da,134
11,Кюстендил,Cerc 2,Пиперево,Negre,Da,1
11,Русе,Cerc 2,Пиперково,Negre,Da,1
11,Русе,Cerc 2,Пиргово,Negre,Da,3
11,София,Cerc 2,Пирдоп,Negre,Da,139
11,Плевен,Cerc 2,Писарово,Negre,Da,2
11,Пазарджик,Cerc 2,Пищигово,Negre,Da,3
11,Велико Търново,Cerc 2,Плаково,Negre,Da,1
11,София-град,Cerc 2,Плана,Negre,Da,4
11,Бургас,Cerc 2,Планиница,Negre,Da,2
11,Габрово,Cerc 2,Плачковци,Negre,Da,2
11,Плевен,Resedinta,Плевен,Negre,Da,"1,484"
11,Благоевград,Cerc 2,Плетена,Negre,Da,4
11,Пловдив,Resedinta,Пловдив,Negre,Da,"7,089"
11,Стара Загора,Cerc 2,Плодовитово,Negre,Da,1
11,Добрич,Cerc 2,Победа,Negre,Da,1
11,Разград,Cerc 2,Подайва,Negre,Da,2
11,Смолян,Cerc 2,Подвис,Negre,Da,1
11,Бургас,Cerc 2,Подгорец,Negre,Da,1
11,София-град,Cerc 2,Подгумер,Negre,Da,4
11,Плевен,Cerc 2,Подем,Negre,Da,1
11,Кърджали,Cerc 2,Подкова,Negre,Da,1
11,София,Cerc 2,Пожарево,Negre,Da,1
11,Пазарджик,Cerc 2,Поибрене,Negre,Da,1
11,Видин,Cerc 2,Покрайна,Negre,Da,2
11,Благоевград,Cerc 2,Покровник,Negre,Da,3
11,Благоевград,Cerc 2,Полена,Negre,Da,1
11,Благоевград,Cerc 2,Поленица,Negre,Da,1
11,Благоевград,Cerc 2,Полето,Negre,Da,1
11,Велико Търново,Cerc 2,Поликраище,Negre,Da,6
11,Добрич,Cerc 2,Полковник Савово,Negre,Da,1
11,Силистра,Cerc 2,Полковник Таслаково,Negre,Da,1
11,Велико Търново,Cerc 2,Полски Тръмбеш,Negre,Da,54
11,Русе,Cerc 2,Полско Косово,Negre,Da,1
11,Сливен,Cerc 2,Полско Пъдарево,Negre,Da,1
11,Варна,Cerc 2,Поляците,Negre,Da,2
11,Русе,Cerc 2,Помен,Negre,Da,2
11,Бургас,Cerc 1,Поморие,Negre,Da,278
11,Силистра,Cerc 2,Попина,Negre,Da,1
11,Пазарджик,Cerc 2,Попинци,Negre,Da,1
11,Враца,Cerc 2,Попица,Negre,Da,3
11,Хасково,Cerc 3,Поповец,Negre,Da,1
11,Пловдив,Cerc 2,Поповица,Negre,Da,15
11,Варна,Cerc 2,Попович,Negre,Da,2
11,Търговище,Cerc 1,Попово,Negre,Da,191
11,Велико Търново,Cerc 2,Попрусевци,Negre,Da,1
11,Плевен,Cerc 2,Пордим,Negre,Da,14
11,Бургас,Cerc 2,Порой,Negre,Da,1
11,Пловдив,Cerc 2,Поройна,Negre,Da,1
11,Силистра,Cerc 2,Поройно,Negre,Da,1
11,Велико Търново,Cerc 2,Правда,Negre,Da,1
11,Силистра,Cerc 2,Правда,Negre,Da,1
11,Ямбол,Cerc 2,Правдино,Negre,Da,1
11,София,Cerc 2,Правец,Negre,Da,76
11,Пловдив,Cerc 2,Правище,Negre,Da,1
11,Стара Загора,Cerc 2,Православ,Negre,Da,1
11,Пловдив,Cerc 2,Православен,Negre,Da,1
11,Разград,Cerc 2,Прелез,Negre,Da,2
11,Кърджали,Cerc 2,Пресека,Negre,Da,1
11,Добрич,Cerc 2,Преселенци,Negre,Da,1
11,Силистра,Cerc 2,Преславци,Negre,Da,1
11,Бургас,Cerc 2,Приморско,Negre,Da,25
11,Варна,Cerc 2,Приселци,Negre,Da,4
11,Велико Търново,Cerc 2,Присово,Negre,Da,1
11,Шумен,Cerc 2,Пристое,Negre,Da,1
11,Варна,Cerc 2,Провадия,Negre,Da,119
11,София,Cerc 2,Пролеша,Negre,Da,3
11,Бургас,Cerc 2,Просеник,Negre,Da,9
11,Разград,Cerc 2,Просторно,Negre,Da,1
11,Силистра,Cerc 2,Професор Иширково,Negre,Da,2
11,Силистра,Cerc 2,Прохлада,Negre,Da,1
11,Стара Загора,Cerc 2,Пряпорец,Negre,Da,4
11,Кърджали,Cerc 2,Пряпорец,Negre,Da,1
11,Враца,Cerc 2,Пудрия,Negre,Da,1
11,Добрич,Cerc 2,Пчелино,Negre,Da,1
11,Варна,Cerc 2,Пчелник,Negre,Da,3
11,Пловдив,Cerc 2,Първенец,Negre,Da,24
11,Кърджали,Cerc 2,Първица,Negre,Da,1
11,Пловдив,Cerc 2,Първомай,Negre,Da,160
11,Благоевград,Cerc 2,Първомай,Negre,Da,22
11,Велико Търново,Cerc 2,Първомайци,Negre,Da,12
11,Видин,Cerc 2,Рабиша,Negre,Da,1
11,Бургас,Cerc 2,Равадиново,Negre,Da,1
11,Бургас,Cerc 2,Равда,Negre,Da,93
11,Бургас,Cerc 2,Равна гора,Negre,Da,1
11,Варна,Cerc 2,Равна гора,Negre,Da,1
11,Бургас,Cerc 2,Равнец,Negre,Da,3
11,Смолян,Cerc 2,Равнища,Negre,Da,1
11,Разград,Cerc 2,Равно,Negre,Da,2
11,София,Cerc 2,Равно поле,Negre,Da,23
11,Сливен,Cerc 2,Радецки,Negre,Da,1
11,Пазарджик,Cerc 2,Радилово,Negre,Da,2
11,Пловдив,Cerc 2,Радиново,Negre,Da,11
11,Стара Загора,Cerc 2,Раднево,Negre,Da,155
11,Враца,Cerc 2,Радовене,Negre,Da,1
11,Перник,Cerc 2,Радомир,Negre,Da,153
11,Плевен,Cerc 2,Радомирци,Negre,Da,2
11,София,Cerc 2,Радотина,Negre,Da,2
11,София,Cerc 2,Радуил,Negre,Da,3
11,Търговище,Cerc 2,Разбойна,Negre,Da,1
11,Разград,Resedinta,Разград,Negre,Da,502
11,Монтана,Cerc 2,Разград,Negre,Da,3
11,София,Cerc 2,Разлив,Negre,Da,1
11,Благоевград,Cerc 1,Разлог,Negre,Da,160
11,Плевен,Cerc 2,Ракита,Negre,Da,1
11,Видин,Cerc 2,Ракитница,Negre,Da,1
11,Пазарджик,Cerc 2,Ракитово,Negre,Da,61
11,Пловдив,Cerc 2,Раковски,Negre,Da,218
11,Бургас,Cerc 2,Раковсково,Negre,Da,1
11,Перник,Cerc 2,Расник,Negre,Da,1
11,Враца,Cerc 2,Ребърково,Negre,Da,2
11,Кърджали,Cerc 2,Резбарци,Negre,Da,1
11,Велико Търново,Cerc 2,Ресен,Negre,Da,5
11,Бургас,Cerc 2,Речица,Negre,Da,3
11,Ловеч,Cerc 2,Рибарица,Negre,Da,4
11,Плевен,Cerc 2,Рибен,Negre,Da,1
11,Благоевград,Cerc 2,Рибново,Negre,Da,13
11,Кюстендил,Cerc 2,Рила,Negre,Da,9
11,Благоевград,Cerc 2,Рилци,Negre,Da,5
11,Стара Загора,Cerc 2,Рисиманово,Negre,Da,1
11,Шумен,Cerc 2,Риш,Negre,Da,3
11,Добрич,Cerc 2,Рогачево,Negre,Da,3
11,Враца,Cerc 2,Рогозен,Negre,Da,3
11,Пловдив,Cerc 2,Рогош,Negre,Da,17
11,Бургас,Cerc 2,Рожден,Negre,Da,3
11,Благоевград,Cerc 2,Рожен,Negre,Da,1
11,Пловдив,Cerc 2,Розино,Negre,Da,16
11,Стара Загора,Cerc 2,Розово,Negre,Da,1
11,Враца,Cerc 2,Роман,Negre,Da,23
11,Бургас,Cerc 2,Росен,Negre,Da,2
