Month,Judet Destinatar OPS,Categorie Cerc Livrare,Localitate Destinatar,Tip Trimitere,Colet eligibil locker,Nr Total AWB
10,Bistrita-Nasaud,Cerc 1,Sigmir,Negre,Da,74
10,Vrancea,Cerc 1,Sihlea,Negre,Da,125
10,Braila,Cerc 1,Sihleanu,Negre,Da,12
10,Baranya,Resedinta,Siklós,Negre,Da,99
10,Baranya,Resedinta,Siklósnagyfalu,Negre,Da,1
10,Timis,Cerc 1,Silagiu,Negre,Da,38
10,Alba,Cerc 3,Silea,Negre,Da,8
10,Valcea,Cerc 1,Silea,Negre,Da,7
10,Mures,Cerc 3,Silea Nirajului,Negre,Da,14
10,Arad,Cerc 3,Silindia,Negre,Da,31
10,Bihor,Cerc 3,Silindru,Negre,Da,35
10,Botosani,Cerc 1,Siliscani,Negre,Da,6
10,Teleorman,Cerc 1,Silistea,Negre,Da,164
10,Neamt,Cerc 1,Silistea,Negre,Da,78
10,Braila,Cerc 1,Silistea,Negre,Da,49
10,Vaslui,Cerc 3,Silistea,Negre,Da,47
10,Constanta,Cerc 3,Silistea,Negre,Da,43
10,Calarasi,Cerc 3,Silistea,Negre,Da,34
10,Arges,Cerc 1,Silistea,Negre,Da,29
10,Dambovita,Cerc 1,Silistea,Negre,Da,26
10,Suceava,Cerc 1,Silistea,Negre,Da,23
10,Botosani,Cerc 1,Silistea,Negre,Da,22
10,Galati,Cerc 3,Silistea,Negre,Da,9
10,Vaslui,Cerc 1,Silistea,Negre,Da,8
10,Prahova,Cerc 1,Silistea,Negre,Da,2
10,Dolj,Cerc 3,Silistea Crucii,Negre,Da,36
10,Prahova,Cerc 1,Silistea Dealului,Negre,Da,1
10,Teleorman,Cerc 1,Silistea Gumesti,Negre,Da,176
10,Teleorman,Cerc 1,Silistea Mica,Negre,Da,25
10,Suceava,Cerc 3,Silistea Noua,Negre,Da,14
10,Bucuresti & Ilfov,Cerc 1,Silistea Snagovului,Negre,Da,818
10,Arges,Cerc 1,Silisteni,Negre,Da,1
10,Braila,Cerc 1,Silistraru,Negre,Da,39
10,Cluj,Cerc 1,Silivas,Negre,Da,5
10,Alba,Cerc 3,Silivas,Negre,Da,2
10,Bistrita-Nasaud,Cerc 3,Silivasu de Campie,Negre,Da,35
10,Satu Mare,Cerc 3,Silvas,Negre,Da,11
10,Hunedoara,Cerc 3,Silvasu de Jos,Negre,Da,7
10,Hunedoara,Cerc 3,Silvasu de Sus,Negre,Da,12
10,Arad,Cerc 1,Simand,Negre,Da,581
10,Vas,Resedinta,Simaság,Negre,Da,2
10,Hunedoara,Cerc 1,Simeria,Negre,Da,"2,713"
10,Hunedoara,Cerc 1,Simeria Veche,Negre,Da,34
10,Mehedinti,Cerc 1,Simian,Negre,Da,762
10,Bihor,Cerc 3,Simian,Negre,Da,110
10,Vaslui,Cerc 1,Simila,Negre,Da,144
10,Suceava,Cerc 1,Siminicea,Negre,Da,145
10,Constanta,Cerc 1,Siminoc,Negre,Da,121
10,Vrancea,Cerc 1,Siminoc,Negre,Da,1
10,Neamt,Cerc 1,Simionesti,Negre,Da,47
10,Bistrita-Nasaud,Cerc 3,Simionesti,Negre,Da,11
10,Salaj,Cerc 3,Simisna,Negre,Da,23
10,Salaj,Cerc 1,Simleu Silvaniei,Negre,Da,"3,444"
10,Olt,Cerc 3,Simniceni,Negre,Da,1
10,Dolj,Cerc 1,Simnicu de Jos,Negre,Da,893
10,Dolj,Cerc 1,Simnicu de Sus,Negre,Da,599
10,Alba,Cerc 3,Simocesti,Negre,Da,1
10,Brasov,Cerc 1,Simon,Negre,Da,83
10,Harghita,Cerc 3,Simonesti,Negre,Da,50
10,Somogy,Resedinta,Simonfa,Negre,Da,1
10,Tolna,Resedinta,Simontornya,Negre,Da,11
10,Prahova,Cerc 1,Sinaia,Negre,Da,"2,842"
10,Brasov,Cerc 3,Sinca,Negre,Da,11
10,Suceava,Cerc 1,Sinca,Negre,Da,10
10,Brasov,Cerc 3,Sinca Noua,Negre,Da,113
10,Brasov,Cerc 3,Sinca Veche,Negre,Da,103
10,Mures,Cerc 3,Sincai,Negre,Da,63
10,Mures,Cerc 3,Sincai-Fanate,Negre,Da,6
10,Maramures,Cerc 1,Sindresti,Negre,Da,31
10,Buzau,Cerc 3,Sindrila,Negre,Da,3
10,Vrancea,Cerc 1,Sindrilari,Negre,Da,9
10,Bucuresti & Ilfov,Resedinta,Sindrilita,Negre,Da,172
10,Timis,Cerc 1,Sinersig,Negre,Da,20
10,Ialomita,Cerc 3,Sinesti,Negre,Da,111
10,Valcea,Cerc 3,Sinesti,Negre,Da,95
10,Iasi,Cerc 1,Sinesti,Negre,Da,74
10,Olt,Cerc 1,Sinesti,Negre,Da,25
10,Arges,Cerc 3,Sinesti,Negre,Da,4
10,Giurgiu,Cerc 1,Singureni,Negre,Da,107
10,Constanta,Cerc 3,Sinoie,Negre,Da,169
10,Arad,Cerc 3,Sintea Mare,Negre,Da,120
10,Arad,Cerc 3,Sintea Mica,Negre,Da,28
10,Bistrita-Nasaud,Cerc 1,Sintereag,Negre,Da,103
10,Bistrita-Nasaud,Cerc 1,Sintereag-Gara,Negre,Da,10
10,Bucuresti & Ilfov,Resedinta,Sintesti,Negre,Da,229
10,Timis,Cerc 3,Sintesti,Negre,Da,38
10,Ialomita,Cerc 3,Sintesti,Negre,Da,28
10,Bihor,Cerc 1,Sinteu,Negre,Da,25
10,Tolna,Resedinta,Sióagárd,Negre,Da,2
10,Somogy,Resedinta,Siófok,Negre,Da,355
10,Vaslui,Cerc 3,Sipeni,Negre,Da,1
10,Timis,Cerc 1,Sipet,Negre,Da,70
10,Iasi,Cerc 1,Sipote,Negre,Da,70
10,Constanta,Cerc 3,Sipotele,Negre,Da,35
10,Prahova,Cerc 1,Sipotu,Negre,Da,51
10,Gorj,Cerc 3,Sipotu,Negre,Da,16
10,Mehedinti,Cerc 3,Sipotu,Negre,Da,2
10,Suceava,Cerc 1,Siret,Negre,Da,"1,819"
10,Iasi,Cerc 3,Siretel,Negre,Da,117
10,Bacau,Cerc 1,Siretu,Negre,Da,43
10,Vrancea,Cerc 1,Siretu,Negre,Da,1
10,Arad,Cerc 1,Siria,Negre,Da,754
10,Valcea,Cerc 1,Sirineasa,Negre,Da,85
10,Bistrita-Nasaud,Cerc 1,Sirioara,Negre,Da,13
10,Buzau,Cerc 3,Siriu,Negre,Da,146
10,Constanta,Cerc 3,Siriu,Negre,Da,3
10,Satu Mare,Cerc 3,Sirlau,Negre,Da,4
10,Prahova,Cerc 1,Sirna,Negre,Da,156
10,Brasov,Cerc 3,Sirnea,Negre,Da,23
10,Mehedinti,Cerc 3,Siroca,Negre,Da,8
10,Heves,Resedinta,Sirok,Negre,Da,2
10,Vrancea,Cerc 3,Siscani,Negre,Da,43
10,Vaslui,Cerc 3,Siscani,Negre,Da,7
10,Maramures,Cerc 1,Sisesti,Negre,Da,83
10,Mehedinti,Cerc 3,Sisesti,Negre,Da,49
10,Arad,Cerc 3,Sistarovat,Negre,Da,13
10,Bihor,Cerc 1,Sisterea,Negre,Da,23
10,Bistrita-Nasaud,Cerc 3,Sita,Negre,Da,20
10,Covasna,Cerc 3,Sita Buzaului,Negre,Da,367
10,Bihor,Cerc 3,Sitani,Negre,Da,16
10,Bucuresti & Ilfov,Cerc 1,Sitaru,Negre,Da,69
10,Gorj,Cerc 1,Sitesti,Negre,Da,11
10,Bihor,Cerc 1,Sititelec,Negre,Da,13
10,Dolj,Cerc 1,Sitoaia,Negre,Da,20
10,Gorj,Cerc 3,Sitoaia,Negre,Da,1
10,Galati,Cerc 1,Sivita,Negre,Da,145
10,Ostrowski,Resedinta,Skalmierzyce,Negre,Da,1
10,Poznanski,Resedinta,Skórzewo,Negre,Da,2
10,Gorj,Cerc 3,Slamnesti,Negre,Da,5
10,Arges,Cerc 3,Slamnesti,Negre,Da,4
10,Prahova,Cerc 1,Slanic,Negre,Da,771
10,Arges,Cerc 1,Slanic,Negre,Da,41
10,Bacau,Cerc 3,Slanic-Moldova,Negre,Da,318
10,Mehedinti,Cerc 3,Slasoma,Negre,Da,9
10,Olt,Resedinta,Slatina,Negre,Da,"22,017"
10,Suceava,Cerc 1,Slatina,Negre,Da,205
10,Arges,Cerc 3,Slatina,Negre,Da,22
10,Arad,Cerc 3,Slatina de Cris,Negre,Da,8
10,Arad,Cerc 3,Slatina de Mures,Negre,Da,6
10,Caras-Severin,Cerc 3,Slatina-Nera,Negre,Da,11
10,Caras-Severin,Cerc 3,Slatina-Timis,Negre,Da,88
10,Mehedinti,Cerc 3,Slatinicu Mare,Negre,Da,6
10,Mehedinti,Cerc 3,Slatinicu Mic,Negre,Da,1
10,Hunedoara,Cerc 1,Slatinioara,Negre,Da,4
10,Bistrita-Nasaud,Cerc 1,Slatinita,Negre,Da,24
10,Olt,Cerc 1,Slatioara,Negre,Da,604
10,Valcea,Cerc 3,Slatioara,Negre,Da,77
10,Suceava,Cerc 3,Slatioara,Negre,Da,54
10,Maramures,Cerc 3,Slatioara,Negre,Da,23
10,Ialomita,Cerc 3,Slatioarele,Negre,Da,14
10,Arges,Cerc 1,Slatioarele,Negre,Da,10
10,Valcea,Cerc 1,Slatioarele,Negre,Da,3
10,Tulcea,Cerc 1,Slava Cercheza,Negre,Da,56
10,Tulcea,Cerc 3,Slava Rusa,Negre,Da,38
10,Olt,Cerc 1,Slaveni,Negre,Da,68
10,Teleorman,Cerc 1,Slavesti,Negre,Da,32
10,Valcea,Cerc 1,Slavitesti,Negre,Da,7
10,Gorj,Cerc 3,Slavuta,Negre,Da,7
10,Sibiu,Cerc 1,Slimnic,Negre,Da,486
10,Vrancea,Cerc 1,Slimnic,Negre,Da,21
10,Gorj,Cerc 3,Slivilesti,Negre,Da,75
10,Galati,Cerc 3,Slivna,Negre,Da,33
10,Ialomita,Resedinta,Slobozia,Negre,Da,"11,944"
10,Arges,Cerc 3,Slobozia,Negre,Da,277
10,Giurgiu,Cerc 1,Slobozia,Negre,Da,106
10,Iasi,Cerc 1,Slobozia,Negre,Da,100
10,Neamt,Cerc 1,Slobozia,Negre,Da,88
10,Bacau,Cerc 3,Slobozia,Negre,Da,88
10,Iasi,Cerc 3,Slobozia,Negre,Da,55
10,Gorj,Cerc 1,Slobozia,Negre,Da,45
10,Suceava,Cerc 1,Slobozia,Negre,Da,30
10,Vaslui,Cerc 1,Slobozia,Negre,Da,18
10,Arges,Cerc 1,Slobozia,Negre,Da,15
10,Bacau,Cerc 1,Slobozia,Negre,Da,11
10,Dambovita,Cerc 1,Slobozia,Negre,Da,5
10,Buzau,Cerc 3,Slobozia,Negre,Da,4
10,Botosani,Cerc 1,Slobozia,Negre,Da,1
10,Botosani,Cerc 3,Slobozia,Negre,Da,1
10,Galati,Cerc 3,Slobozia Blaneasa,Negre,Da,25
10,Vrancea,Cerc 1,Slobozia Botesti,Negre,Da,10
10,Vrancea,Cerc 1,Slobozia Bradului,Negre,Da,271
10,Vrancea,Cerc 1,Slobozia Ciorasti,Negre,Da,60
10,Galati,Cerc 1,Slobozia Conachi,Negre,Da,223
10,Galati,Cerc 3,Slobozia Corni,Negre,Da,39
10,Teleorman,Cerc 3,Slobozia Mandra,Negre,Da,50
10,Dambovita,Cerc 1,Slobozia Moara,Negre,Da,256
10,Ialomita,Cerc 1,Slobozia Noua,Negre,Da,397
10,Bacau,Cerc 3,Slobozia Noua,Negre,Da,34
10,Botosani,Cerc 1,Slobozia Siliscani,Negre,Da,6
10,Suceava,Cerc 1,Slobozia Sucevei,Negre,Da,63
10,Prahova,Cerc 3,Slon,Negre,Da,103
10,Dolj,Cerc 3,Smadovicioara de Secu,Negre,Da,2
10,Mehedinti,Cerc 3,Smadovita,Negre,Da,4
10,Galati,Cerc 1,Smardan,Negre,Da,662
10,Tulcea,Cerc 3,Smardan,Negre,Da,52
10,Dolj,Cerc 3,Smardan,Negre,Da,47
10,Botosani,Cerc 1,Smardan,Negre,Da,31
10,Buzau,Cerc 3,Smardan,Negre,Da,22
10,Teleorman,Cerc 3,Smardan,Negre,Da,5
10,Teleorman,Cerc 1,Smardioasa,Negre,Da,118
10,Buzau,Cerc 1,Smeeni,Negre,Da,573
10,Arges,Cerc 1,Smei,Negre,Da,3
10,Arges,Cerc 1,Smeura,Negre,Da,861
10,Cluj,Cerc 3,Smida,Negre,Da,4
10,Sibiu,Cerc 1,Smig,Negre,Da,42
10,Ialomita,Cerc 1,Smirna,Negre,Da,51
10,Galati,Cerc 3,Smulti,Negre,Da,46
10,Bucuresti & Ilfov,Cerc 1,Snagov,Negre,Da,"3,729"
10,Sibiu,Cerc 1,Soala,Negre,Da,13
10,Mures,Cerc 3,Soard,Negre,Da,22
10,Brasov,Cerc 3,Soars,Negre,Da,39
10,Timis,Cerc 3,Soca,Negre,Da,38
10,Neamt,Cerc 1,Socea,Negre,Da,19
10,Caras-Severin,Cerc 1,Soceni,Negre,Da,58
10,Dolj,Cerc 3,Soceni,Negre,Da,16
10,Bihor,Cerc 1,Socet,Negre,Da,1
10,Teleorman,Cerc 1,Socetu,Negre,Da,26
10,Plonski,Resedinta,Sochocin,Negre,Da,4
10,Iasi,Cerc 1,Soci,Negre,Da,47
10,Neamt,Cerc 3,Soci,Negre,Da,38
10,Bacau,Cerc 1,Soci,Negre,Da,19
10,Neamt,Cerc 1,Soci,Negre,Da,5
10,Vaslui,Cerc 1,Soci,Negre,Da,1
10,Calarasi,Cerc 3,Socoalele,Negre,Da,9
10,Arad,Cerc 3,Socodor,Negre,Da,166
10,Caras-Severin,Cerc 3,Socol,Negre,Da,37
10,Caras-Severin,Cerc 3,Socolari,Negre,Da,8
10,Mures,Cerc 1,Socolu de Campie,Negre,Da,3
10,Satu Mare,Cerc 3,Socond,Negre,Da,69
10,Satu Mare,Cerc 3,Soconzel,Negre,Da,6
10,Botosani,Cerc 1,Socrujeni,Negre,Da,21
10,Gorj,Cerc 1,Socu,Negre,Da,7
10,Iasi,Cerc 1,Sodomeni,Negre,Da,12
10,Vaslui,Cerc 1,Sofieni,Negre,Da,2
10,Arad,Cerc 1,Sofronea,Negre,Da,193
10,Vaslui,Cerc 1,Sofronesti,Negre,Da,1
10,Alba,Cerc 3,Soharu,Negre,Da,1
10,Calarasi,Cerc 1,Sohatu,Negre,Da,100
10,Brasov,Cerc 1,Sohodol,Negre,Da,86
10,Alba,Cerc 3,Sohodol,Negre,Da,31
10,Gorj,Cerc 1,Sohodol,Negre,Da,20
10,Bihor,Cerc 3,Sohodol,Negre,Da,12
10,Bacau,Cerc 1,Sohodol,Negre,Da,9
10,Bacau,Cerc 1,Sohodor,Negre,Da,133
10,Neamt,Cerc 1,Soimaresti,Negre,Da,21
10,Prahova,Cerc 3,Soimari,Negre,Da,156
10,Harghita,Cerc 1,Soimeni,Negre,Da,39
10,Cluj,Cerc 3,Soimeni,Negre,Da,20
10,Prahova,Cerc 1,Soimesti,Negre,Da,19
10,Bihor,Cerc 3,Soimi,Negre,Da,12
10,Arad,Cerc 1,Soimos,Negre,Da,6
10,Teleorman,Cerc 1,Soimu,Negre,Da,15
10,Hunedoara,Cerc 1,Soimus,Negre,Da,140
10,Mures,Cerc 1,Soimus,Negre,Da,28
10,Salaj,Cerc 1,Soimus,Negre,Da,20
10,Bihor,Cerc 3,Soimus,Negre,Da,5
10,Harghita,Cerc 3,Soimusu Mare,Negre,Da,6
10,Harghita,Cerc 3,Soimusu Mic,Negre,Da,8
10,Zala,Resedinta,Söjtör,Negre,Da,2
10,Győr-Moson-Sopron,Resedinta,Sokorópátka,Negre,Da,3
10,Calarasi,Cerc 3,Solacolu,Negre,Da,11
10,Suceava,Cerc 1,Solca,Negre,Da,158
10,Neamt,Cerc 1,Solca,Negre,Da,72
10,Botosani,Cerc 1,Soldanesti,Negre,Da,12
10,Suceava,Cerc 1,Soldanesti,Negre,Da,3
10,Calarasi,Cerc 3,Soldanu,Negre,Da,177
10,Satu Mare,Cerc 3,Solduba,Negre,Da,5
10,Vaslui,Cerc 1,Solesti,Negre,Da,46
10,Valcea,Cerc 1,Solicesti,Negre,Da,1
10,Mures,Cerc 3,Solocma,Negre,Da,4
10,Salaj,Cerc 3,Solomon,Negre,Da,6
10,Salaj,Cerc 3,Solona,Negre,Da,6
10,Suceava,Cerc 1,Solonet,Negre,Da,55
10,Iasi,Cerc 1,Solonet,Negre,Da,29
10,Suceava,Cerc 1,Solonetu Nou,Negre,Da,43
10,Bacau,Cerc 3,Solont,Negre,Da,63
10,Mures,Cerc 1,Solovastru,Negre,Da,158
10,Bács-Kiskun,Resedinta,Solt,Negre,Da,61
10,Bács-Kiskun,Resedinta,Soltszentimre,Negre,Da,1
10,Bács-Kiskun,Resedinta,Soltvadkert,Negre,Da,58
10,Pest,Resedinta,Solymár,Negre,Da,210
10,Gorj,Cerc 1,Somanesti,Negre,Da,27
10,Sibiu,Cerc 3,Somartin,Negre,Da,32
10,Maramures,Cerc 1,Somcuta Mare,Negre,Da,763
10,Cluj,Cerc 1,Somcutu Mic,Negre,Da,31
10,Salaj,Cerc 1,Somes-Guruslau,Negre,Da,42
10,Salaj,Cerc 1,Somes-Odorhei,Negre,Da,113
10,Maramures,Cerc 3,Somes-Uileac,Negre,Da,26
10,Satu Mare,Cerc 3,Someseni,Negre,Da,12
10,Cluj,Cerc 1,Somesu Cald,Negre,Da,15
10,Cluj,Cerc 1,Somesu Rece,Negre,Da,135
10,Veszprém,Resedinta,Somlóvásárhely,Negre,Da,3
10,Somogy,Resedinta,Somogyacsa,Negre,Da,1
10,Somogy,Resedinta,Somogyaszaló,Negre,Da,1
10,Somogy,Resedinta,Somogybükkösd,Negre,Da,1
10,Somogy,Resedinta,Somogycsicsó,Negre,Da,1
10,Somogy,Resedinta,Somogyfajsz,Negre,Da,1
10,Baranya,Resedinta,Somogyhárságy,Negre,Da,2
10,Somogy,Resedinta,Somogyjád,Negre,Da,4
10,Somogy,Resedinta,Somogymeggyes,Negre,Da,2
10,Somogy,Resedinta,Somogysámson,Negre,Da,6
10,Somogy,Resedinta,Somogysárd,Negre,Da,3
10,Somogy,Resedinta,Somogyszil,Negre,Da,1
10,Somogy,Resedinta,Somogyudvarhely,Negre,Da,3
10,Somogy,Resedinta,Somogyvár,Negre,Da,2
10,Baranya,Resedinta,Somogyviszló,Negre,Da,1
10,Somogy,Resedinta,Somogyzsitfa,Negre,Da,3
10,Arad,Cerc 3,Somosches,Negre,Da,61
10,Nógrád,Resedinta,Somoskoújfalu,Negre,Da,4
10,Mures,Cerc 1,Somostelnic,Negre,Da,17
10,Tulcea,Cerc 1,Somova,Negre,Da,176
10,Bacau,Cerc 1,Somusca,Negre,Da,46
10,Alba,Cerc 3,Sona,Negre,Da,89
10,Brasov,Cerc 3,Sona,Negre,Da,8
10,Vaslui,Cerc 3,Soparleni,Negre,Da,1
10,Olt,Cerc 1,Soparlita,Negre,Da,82
10,Fejér,Resedinta,Soponya,Negre,Da,2
10,Cluj,Cerc 1,Soporu de Campie,Negre,Da,78
10,Dolj,Cerc 3,Sopot,Negre,Da,20
10,Caras-Severin,Cerc 3,Sopotu Nou,Negre,Da,18
10,Caras-Severin,Cerc 3,Sopotu Vechi,Negre,Da,36
10,Győr-Moson-Sopron,Resedinta,Sopron,Negre,Da,725
10,Győr-Moson-Sopron,Resedinta,"Sopron, Balf",Negre,Da,1
10,Győr-Moson-Sopron,Resedinta,"Sopron, Brennbergbánya",Negre,Da,1
10,Győr-Moson-Sopron,Resedinta,"Sopron, Sopronkohida",Negre,Da,3
10,Győr-Moson-Sopron,Resedinta,Sopronhorpács,Negre,Da,5
10,Győr-Moson-Sopron,Resedinta,Sopronkövesd,Negre,Da,3
10,Győr-Moson-Sopron,Resedinta,Sopronnémeti,Negre,Da,1
10,Bistrita-Nasaud,Cerc 3,Sopteriu,Negre,Da,11
10,Fejér,Resedinta,Söréd,Negre,Da,1
10,Dolj,Cerc 1,Soreni,Negre,Da,12
10,Buzau,Cerc 1,Soresti,Negre,Da,5
10,Botosani,Cerc 1,Soroceni,Negre,Da,2
10,Iasi,Cerc 1,Sorogari,Negre,Da,49
10,Vas,Resedinta,Sorokpolány,Negre,Da,1
10,Mures,Cerc 1,Soromiclea,Negre,Da,1
10,Sibiu,Cerc 3,Sorostin,Negre,Da,22
10,Caras-Severin,Cerc 3,Sosdea,Negre,Da,81
10,Nógrád,Resedinta,Sóshartyán,Negre,Da,4
10,Pest,Resedinta,Sóskút,Negre,Da,18
10,Borsod-Abaúj-Zemplén,Resedinta,Sóstófalva,Negre,Da,1
10,Dambovita,Cerc 1,Sotanga,Negre,Da,237
10,Valcea,Cerc 3,Sotani,Negre,Da,4
10,Vas,Resedinta,Sótony,Negre,Da,2
10,Prahova,Cerc 3,Sotrile,Negre,Da,68
10,Mehedinti,Cerc 3,Sovarna,Negre,Da,20
10,Mures,Cerc 3,Sovata,Negre,Da,"2,302"
10,Vrancea,Cerc 3,Soveja,Negre,Da,74
10,Neamt,Cerc 1,Sovoaia,Negre,Da,4
10,Gorj,Cerc 3,Spahii,Negre,Da,13
10,Alba,Cerc 3,Spalnaca,Negre,Da,8
10,Calarasi,Cerc 3,Spantov,Negre,Da,124
10,Valcea,Cerc 3,Sparleni,Negre,Da,2
10,Timis,Cerc 3,Spata,Negre,Da,1
10,Alba,Cerc 1,Spatac,Negre,Da,9
10,Vrancea,Cerc 1,Spatareasa,Negre,Da,9
10,Teleorman,Cerc 1,Spatarei,Negre,Da,45
10,Suceava,Cerc 1,Spataresti,Negre,Da,29
10,Buzau,Cerc 1,Spataru,Negre,Da,162
10,Olt,Cerc 1,Spataru,Negre,Da,7
10,Dambovita,Cerc 1,Sperieteni,Negre,Da,59
10,Mehedinti,Cerc 3,Sperlesti,Negre,Da,1
10,Bistrita-Nasaud,Cerc 3,Spermezeu,Negre,Da,88
10,Buzau,Cerc 3,Spidele,Negre,Da,1
10,Olt,Cerc 1,Spineni,Negre,Da,27
10,Iasi,Cerc 3,Spineni,Negre,Da,20
10,Dolj,Cerc 1,Spineni,Negre,Da,4
10,Vrancea,Cerc 3,Spinesti,Negre,Da,9
10,Hunedoara,Cerc 1,Spini,Negre,Da,9
10,Iasi,Cerc 1,Spinoasa,Negre,Da,7
10,Valcea,Cerc 3,Spinu,Negre,Da,3
10,Bihor,Cerc 1,Spinus,Negre,Da,22
10,Bihor,Cerc 3,Spinus de Pomezeu,Negre,Da,10
10,Neamt,Cerc 1,Spiridonesti,Negre,Da,4
10,Arges,Cerc 3,Spiridoni,Negre,Da,4
10,Braila,Cerc 3,Spiru Haret,Negre,Da,68
10,Iasi,Cerc 1,Spranceana,Negre,Da,7
10,Olt,Cerc 3,Sprancenata,Negre,Da,79
10,Bacau,Cerc 3,Spria,Negre,Da,5
10,Alba,Cerc 1,Spring,Negre,Da,55
10,Vrancea,Cerc 3,Spulber,Negre,Da,34
10,Sredzki,Resedinta,Sroda Wielkopolska,Negre,Da,3
10,Arges,Cerc 1,Stalpeni,Negre,Da,233
10,Buzau,Cerc 1,Stalpu,Negre,Da,202
10,Giurgiu,Cerc 1,Stalpu,Negre,Da,38
10,Suceava,Cerc 1,Stamate,Negre,Da,77
10,Timis,Cerc 3,Stamora Germana,Negre,Da,46
10,Timis,Cerc 1,Stamora Romana,Negre,Da,20
10,Salaj,Cerc 3,Stana,Negre,Da,8
10,Salaj,Cerc 1,Stana,Negre,Da,5
10,Alba,Cerc 3,Stana de Mures,Negre,Da,2
10,Neamt,Cerc 1,Stanca,Negre,Da,51
10,Botosani,Cerc 1,Stanca,Negre,Da,45
10,Iasi,Cerc 1,Stanca,Negre,Da,27
10,Braila,Cerc 3,Stanca,Negre,Da,11
10,Suceava,Cerc 1,Stanca,Negre,Da,10
10,Vaslui,Cerc 3,Stancaseni,Negre,Da,9
10,Calarasi,Cerc 3,Stancea,Negre,Da,120
10,Mures,Cerc 1,Stanceni,Negre,Da,76
10,Buzau,Cerc 1,Stancesti,Negre,Da,64
10,Botosani,Cerc 1,Stancesti,Negre,Da,63
10,Prahova,Cerc 1,Stancesti,Negre,Da,44
10,Bihor,Cerc 3,Stancesti,Negre,Da,19
10,Gorj,Cerc 1,Stancesti,Negre,Da,13
10,Mehedinti,Cerc 3,Stancesti,Negre,Da,4
10,Hunedoara,Cerc 3,Stancesti,Negre,Da,1
10,Gorj,Cerc 1,Stancesti-Larga,Negre,Da,4
10,Caras-Severin,Cerc 3,Stancilova,Negre,Da,16
10,Timis,Cerc 3,Stanciova,Negre,Da,28
10,Valcea,Cerc 3,Stanculesti,Negre,Da,9
10,Braila,Cerc 3,Stancuta,Negre,Da,82
10,Suceava,Cerc 1,Stancuta,Negre,Da,3
10,Gorj,Cerc 1,Stanesti,Negre,Da,71
10,Giurgiu,Cerc 1,Stanesti,Negre,Da,70
10,Arges,Cerc 1,Stanesti,Negre,Da,35
10,Valcea,Cerc 3,Stanesti,Negre,Da,31
10,Bacau,Cerc 3,Stanesti,Negre,Da,17
10,Dambovita,Cerc 1,Stanesti,Negre,Da,10
10,Mehedinti,Cerc 3,Stanesti,Negre,Da,5
10,Valcea,Cerc 3,Stanesti-Lunca,Negre,Da,4
10,Mehedinti,Cerc 3,Stangaceaua,Negre,Da,28
10,Arges,Cerc 3,Stanicei,Negre,Da,2
10,Hunedoara,Cerc 3,Stanija,Negre,Da,14
10,Vaslui,Cerc 3,Stanilesti,Negre,Da,121
10,Bacau,Cerc 3,Stanisesti,Negre,Da,58
10,Neamt,Cerc 1,Stanita,Negre,Da,14
10,Valcea,Cerc 3,Stanomiru,Negre,Da,5
10,Olt,Cerc 3,Stanuleasa,Negre,Da,6
10,Prahova,Cerc 3,Starchiojd,Negre,Da,207
10,Arges,Cerc 1,Starci,Negre,Da,7
10,Salaj,Cerc 1,Starciu,Negre,Da,32
10,Nowosadecki,Resedinta,Stary Sacz,Negre,Da,1
10,Dambovita,Cerc 3,Statesti,Negre,Da,1
10,Brasov,Cerc 3,Statiunea Climaterica Sambata,Negre,Da,31
10,Constanta,Cerc 1,Statiunea Zoologica Marina Agigea,Negre,Da,5
10,Botosani,Cerc 1,Stauceni,Negre,Da,69
10,Olt,Cerc 1,Stavaru,Negre,Da,33
10,Dambovita,Cerc 1,Stavropolia,Negre,Da,9
10,Calarasi,Cerc 3,Stefan cel Mare,Negre,Da,226
10,Arges,Cerc 3,Stefan cel Mare,Negre,Da,119
10,Neamt,Cerc 1,Stefan cel Mare,Negre,Da,93
10,Olt,Cerc 1,Stefan cel Mare,Negre,Da,63
10,Constanta,Cerc 1,Stefan cel Mare,Negre,Da,54
10,Bacau,Cerc 3,Stefan cel Mare,Negre,Da,51
10,Vaslui,Cerc 1,Stefan cel Mare,Negre,Da,39
10,Calarasi,Cerc 1,Stefan Voda,Negre,Da,126
10,Bacau,Cerc 3,Stefan Voda,Negre,Da,11
10,Arges,Cerc 1,Stefanesti,Negre,Da,"2,672"
10,Botosani,Cerc 1,Stefanesti,Negre,Da,493
10,Calarasi,Cerc 3,Stefanesti,Negre,Da,61
10,Valcea,Cerc 3,Stefanesti,Negre,Da,47
10,Gorj,Cerc 1,Stefanesti,Negre,Da,15
10,Botosani,Cerc 1,Stefanesti-Sat,Negre,Da,34
10,Bucuresti & Ilfov,Resedinta,Stefanestii de Jos,Negre,Da,"12,416"
10,Bucuresti & Ilfov,Resedinta,Stefanestii de Sus,Negre,Da,249
10,Arges,Cerc 1,Stefanestii Noi,Negre,Da,223
10,Sieradzki,Resedinta,Stefanów Ruszkowski,Negre,Da,1
10,Teleorman,Cerc 1,Stefeni,Negre,Da,4
10,Prahova,Cerc 1,Stefesti,Negre,Da,128
10,Bihor,Cerc 3,Stei,Negre,Da,"2,068"
10,Hunedoara,Cerc 3,Stei,Negre,Da,10
10,Hunedoara,Cerc 3,Steia,Negre,Da,24
